Unnamed: 0.1,Unnamed: 0,Wavelength (nm),Sum,Intensity,Bi III (3.3e-02),Denoised,Normalized
700,700,251.9,0.06349,0.06349,,-12.889670871766935,0.0049719234656514085
701,701,251.93,0.4761,0.4761,,-32.314905273473265,0.004971907299680001
702,702,251.95,1.713,1.713,,-73.60171977762252,0.0049718729401737535
703,703,251.97,5.862,5.862,,-316.31046010256483,0.004971670954319926
704,704,252.0,33.77,33.77,,-647.7181942890454,0.004971395151833105
705,705,252.03,173.8,173.8,,-2178.42580592075,0.004970121274001257
706,706,252.05,486.4,486.4,,-6382.3167006993135,0.004966622732948951
707,707,252.07,1295.0,1295.0,,-8771.333869463873,0.004964634557030788
708,708,252.1,5119.0,5119.0,,-7362.487883449863,0.004965807019790125
709,709,252.12,12020.0,12020.0,,-15052.165314685268,0.004959407554902591
710,710,252.15,39360.0,39360.0,,-22844.914219114075,0.004952922312389205
711,711,252.18,115100.0,115100.0,,45129.372027972604,0.005009491532877767
712,712,252.2,221100.0,221100.0,,220409.48951049102,0.005155362275486034
713,713,252.22,404000.0,404000.0,,480000.550116553,0.005371397849451523
714,714,252.25,907800.0,907800.0,,941720.3263403315,0.005755647972066846
715,715,252.28,1822000.0,1822000.0,,1780642.2843822932,0.006453811407644006
716,716,252.3,2723000.0,2723000.0,,2950005.8275058414,0.007426973286266547
717,717,252.32,3869000.0,3869000.0,,4472439.627039648,0.008693965527597469
718,718,252.35,5967000.0,5967000.0,,6189040.09324012,0.010122546181026891
719,719,252.38,8218000.0,8218000.0,,7934340.792540827,0.011575011598886477
720,720,252.4,9554000.0,9554000.0,,9475184.14918419,0.01285732454974926
721,721,252.43,10900000.0,10900000.0,,10496769.230769275,0.013707502976308149
722,722,252.45,11180000.0,11180000.0,,10816993.006993053,0.013973998005576058
723,723,252.47,10900000.0,10900000.0,,10407216.783216827,0.013632976086353464
724,724,252.5,9554000.0,9554000.0,,9335958.041958082,0.012741458495211978
725,725,252.53,7479000.0,7479000.0,,7886860.60606064,0.011535497875593048
726,726,252.55,5967000.0,5967000.0,,6173179.95337998,0.01010934713476598
727,727,252.57,4527000.0,4527000.0,,4490087.645687666,0.008708652473400136
728,728,252.6,2723000.0,2723000.0,,3003050.116550131,0.007471117539163855
729,729,252.62,1822000.0,1822000.0,,1870970.9557109647,0.006528984282667014
730,730,252.65,907800.0,907800.0,,1071221.4918414974,0.005863420784246616
731,731,252.68,404000.0,404000.0,,493804.74592074886,0.005382885908234167
732,732,252.7,221100.0,221100.0,,165127.4195804209,0.005109355707773494
733,733,252.72,115100.0,115100.0,,45145.69370629427,0.005009505116023258
734,734,252.75,39360.0,39360.0,,-22759.085780885613,0.0049529937401027475
735,735,252.78,12020.0,12020.0,,-14928.540839160787,0.004959510437045234
736,736,252.8,5119.0,5119.0,,-7217.5265780885575,0.004965927658762567
737,737,252.82,2073.0,2073.0,,-8621.494941724946,0.004964759255233726
738,738,252.85,486.4,486.4,,-6244.05935804197,0.004966737792783085
739,739,252.88,101.9,101.9,,-2068.2092558041995,0.0049702129978672835
740,740,252.9,33.77,33.77,,-582.000973011656,0.004971449842690275
741,741,252.93,5.862,5.862,,-311.5532852354319,0.004971674913312198
742,742,252.95,1.713,1.713,,-146.2636293142195,0.004971812469842859
743,743,252.97,0.4761,0.4761,,-33.82457903151524,0.004971906043306858
744,744,253.0,0.06349,0.06349,,-6.857649741696987,0.0049719284855898604
745,745,253.03,0.007562,0.007562,,-2.444198914295578,0.004971932158529833
746,746,253.05,0.001719,0.001719,,-0.39502033501305456,0.004971933863886979
747,747,253.07,0.0003718,0.0003718,,-0.1256106030212591,0.004971934088093799
748,748,253.1,3.402e-05,3.402e-05,,-0.0374872065491698,0.004971934161431411
749,749,253.12,6.488e-06,6.488e-06,,-0.004924972776090457,0.0049719341885301905
750,750,253.15,4.918e-07,4.918e-07,,-0.0005535320675286728,0.004971934192168168
751,751,253.18,3.33e-08,3.33e-08,,-0.00013190507476643393,0.004971934192519053
752,752,253.2,5.195e-09,5.195e-09,,-3.020749239580428e-05,0.004971934192603687
753,753,253.22,7.708e-10,7.708e-10,,-8.283397339860164e-06,0.004971934192621933
754,754,262.0,1.326e-08,1.326e-08,,-2.665639099720287e-05,0.004971934192606642
755,755,262.02,8.078e-08,8.078e-08,,-0.0002612972938806535,0.004971934192411371
756,756,262.05,1.114e-06,1.114e-06,,-0.002312756740489051,0.004971934190704116
757,757,262.07,6.045e-06,6.045e-06,,-0.008735787510076481,0.004971934185358773
758,758,262.1,7.005e-05,7.005e-05,,-0.06592161505382022,0.00497193413776787
759,759,262.12,0.0003386,0.0003386,,-0.2219963450567372,0.004971934007880139
760,760,262.15,0.003298,0.003298,,-0.7012310700514703,0.004971933609053813
761,761,262.18,0.02895,0.02895,,-4.378814587643369,0.004971930548513654
762,762,262.2,0.1162,0.1162,,-12.413697731398631,0.004971923861763395
763,763,262.23,0.8573,0.8573,,-62.53511028531483,0.00497188214997215
764,764,262.25,3.066,3.066,,-278.59805060046693,0.004971702339152722
765,765,262.27,10.47,10.47,,-612.5486192960386,0.004971424420480886
766,766,262.3,60.54,60.54,,-2253.885037762243,0.004970058475696786
767,767,262.32,184.1,184.1,,-4244.075229603737,0.004968402209570398
768,768,262.35,894.9,894.9,,-13238.067200000027,0.0049609172745613515
769,769,262.38,3919.0,3919.0,,-20112.188545454563,0.00495519652768006
770,770,262.4,9902.0,9902.0,,-21624.521118881075,0.004953937941830592
771,771,262.43,36450.0,36450.0,,-58397.384475524435,0.004923335013428283
772,772,262.45,82010.0,82010.0,,-30541.04778554739,0.00494651747460913
773,773,262.48,253700.0,253700.0,,-29945.84475524381,0.004947012811497764
774,774,262.5,508500.0,508500.0,,282495.62703962997,0.005207031290301464
775,775,262.52,972700.0,972700.0,,772052.7226107288,0.005614448047579855
776,776,262.55,2360000.0,2360000.0,,1853072.2377622502,0.006514088701146335
777,777,262.57,4021000.0,4021000.0,,4504154.405594431,0.008720359041966858
778,778,262.6,8198000.0,8198000.0,,8549016.550116595,0.012086553983206362
779,779,262.62,12440000.0,12440000.0,,14833821.212121284,0.01731686268200081
780,780,262.65,21320000.0,21320000.0,,23030813.053613156,0.02413852223041814
781,781,262.68,32920000.0,32920000.0,,32547764.568764713,0.03205867201592074
782,782,262.7,41500000.0,41500000.0,,42614909.09090928,0.040436700673600334
783,783,262.73,53860000.0,53860000.0,,52188303.030303255,0.048403822691077125
784,784,262.75,60470000.0,60470000.0,,59955501.165501416,0.054867801471099965
785,785,262.77,64830000.0,64830000.0,,63787715.61771589,0.05805702781352535
786,786,262.8,65960000.0,65960000.0,,63888648.0186483,0.058141025271358594
787,787,262.82,62980000.0,62980000.0,,60038438.22843849,0.05493682293876065
788,788,262.85,53860000.0,53860000.0,,52747930.0699303,0.048869552706703144
789,789,262.88,41500000.0,41500000.0,,43494741.258741446,0.041168910199333456
790,790,262.9,32920000.0,32920000.0,,33307053.61305376,0.03269056374634369
791,791,262.93,21320000.0,21320000.0,,23604438.228438336,0.02461590170409913
792,792,262.95,15060000.0,15060000.0,,15415938.461538536,0.01780130938752088
793,793,262.98,8198000.0,8198000.0,,9443350.58275063,0.01283083217832558
794,794,263.0,5158000.0,5158000.0,,5379255.244755274,0.009448631085019556
795,795,263.02,3098000.0,3098000.0,,2598725.6410256564,0.00713463264660132
796,796,263.05,1322000.0,1322000.0,,1269795.053613062,0.006028676680545725
797,797,263.07,707400.0,707400.0,,413863.24941725325,0.0053163573958868145
798,798,263.1,253700.0,253700.0,,172341.0083916102,0.005115358964571082
799,799,263.12,120900.0,120900.0,,-34597.50559440502,0.00494314162958212
800,800,263.15,36450.0,36450.0,,-84985.73216783216,0.004901207791708508
801,801,263.18,9902.0,9902.0,,-40494.92881118881,0.004938233705531959
802,802,263.2,3919.0,3919.0,,-32788.60405128209,0.004944647024576089
803,803,263.23,894.9,894.9,,-12388.189372494191,0.004961624555635813
804,804,263.25,315.5,315.5,,-7469.727658508176,0.004965717773240947
805,805,263.27,106.2,106.2,,-2216.5882825174876,0.004970089514615875
806,806,263.3,19.01,19.01,,-580.1868757062949,0.00497145135240926
807,807,263.32,5.698,5.698,,-255.55904394405655,0.004971721512559599
808,808,263.35,0.8573,0.8573,,-53.206458686014095,0.004971889913415921
809,809,263.38,0.1162,0.1162,,-21.183103309533852,0.004971916563732549
810,810,263.4,0.02895,0.02895,,-7.761250190442911,0.004971927733600015
811,811,263.43,0.003298,0.003298,,-1.36257989080653,0.004971933058669406
812,812,263.45,0.0007315,0.0007315,,-0.4427805592566912,0.004971933824140204
813,813,263.48,7.005e-05,7.005e-05,,-0.0658429044871144,0.004971934137833374
814,814,263.5,1.384e-05,1.384e-05,,-0.008670664244678345,0.00497193418541297
815,815,263.52,2.61e-06,2.61e-06,,-0.002270602178792547,0.004971934190739197
816,816,263.55,1.96e-07,1.96e-07,,-0.0002515372104358981,0.0049719341924194934
817,817,263.57,3.292e-08,3.292e-08,,-5.8495275109557275e-05,0.004971934192580145
818,818,268.85,1.257e-09,1.257e-09,,-1.0169002184149212e-05,0.004971934192620363
819,819,268.88,1.791e-08,1.791e-08,,-2.1978177207459266e-05,0.004971934192610536
820,820,268.9,9.963e-08,9.963e-08,,-8.528025938694661e-05,0.004971934192557855
821,821,268.93,1.204e-06,1.204e-06,,-0.0007352670202843843,0.004971934192016927
822,822,268.95,5.998e-06,5.998e-06,,-0.0026810673503426647,0.004971934190397602
823,823,268.98,6.144e-05,6.144e-05,,-0.019090166042755298,0.004971934176741704
824,824,269.0,0.0002743,0.0002743,,-0.06145171620067616,0.004971934141487787
825,825,269.02,0.001172,0.001172,,-0.37063470927431336,0.004971933884181062
826,826,269.05,0.009525,0.009525,,-1.9934025321724993,0.004971932533689342
827,827,269.07,0.03645,0.03645,,-5.158204838620059,0.004971929899893398
828,828,269.1,0.2513,0.2513,,-23.48550687678328,0.00497191464763777
829,829,269.12,0.8615,0.8615,,-53.763735377156294,0.0049718894496419
830,830,269.15,5.035,5.035,,-110.59890901398622,0.00497184215055799
831,831,269.18,26.66,26.66,,-439.16101200466295,0.0049715687162481285
832,832,269.2,76.64,76.64,,-822.5811876456888,0.004971249628227451
833,833,269.23,344.0,344.0,,-2580.1082827505875,0.004969786987819632
834,834,269.25,886.0,886.0,,-7120.2062913753025,0.004966008650164773
835,835,269.27,2184.0,2184.0,,-8783.99337995338,0.004964624021596292
836,836,269.3,7780.0,7780.0,,-17172.247086247084,0.004957643191055454
837,837,269.32,17180.0,17180.0,,-6633.993100232984,0.004966413284074634
838,838,269.35,51890.0,51890.0,,2474.4428904431657,0.0049739934611137794
839,839,269.38,142000.0,142000.0,,90128.11188811269,0.005046940159077424
840,840,269.4,262900.0,262900.0,,287977.6829836848,0.00521159353947761
841,841,269.43,609900.0,609900.0,,564751.5151515184,0.0054419288736428486
842,842,269.45,1012000.0,1012000.0,,1118380.4895104952,0.0059026672093942046
843,843,269.48,1990000.0,1990000.0,,1909528.3449883545,0.006561072320304767
844,844,269.5,2957000.0,2957000.0,,3130854.7785547934,0.007577478495689788
845,845,269.52,4204000.0,4204000.0,,4706204.4289044505,0.008888508101698004
846,846,269.55,6564000.0,6564000.0,,6635922.144522174,0.010494448126410517
847,847,269.57,8361000.0,8361000.0,,8754515.151515191,0.012257573001344363
848,848,269.6,11070000.0,11070000.0,,10838855.477855524,0.013992192281719662
849,849,269.62,12630000.0,12630000.0,,12548715.617715672,0.015415163534477706
850,850,269.65,14180000.0,14180000.0,,13608881.118881177,0.016297449164837937
851,851,269.68,14410000.0,14410000.0,,13910321.678321738,0.01654831251938944
852,852,269.7,13790000.0,13790000.0,,13380939.39393945,0.016107752642686896
853,853,269.73,11890000.0,11890000.0,,12085209.790209843,0.015029427033198386
854,854,269.75,10190000.0,10190000.0,,10307710.955711,0.013550165844321461
855,855,269.77,8361000.0,8361000.0,,8176061.072261108,0.01177617484097406
856,856,269.8,5721000.0,5721000.0,,6096475.058275086,0.010045512170644871
857,857,269.82,4204000.0,4204000.0,,4230341.491841512,0.008492487828514167
858,858,269.85,2439000.0,2439000.0,,2734929.6503496636,0.007247983665939256
859,859,269.88,1282000.0,1282000.0,,1556434.6853146935,0.006267222481049582
860,860,269.9,789800.0,789800.0,,763737.4125874169,0.0056075279218659995
861,861,269.93,351900.0,351900.0,,345610.02331002563,0.005259556037463123
862,862,269.95,194300.0,194300.0,,88007.17016317107,0.0050451750795641875
863,863,269.98,73380.0,73380.0,,23492.70955710997,0.004991485177864318
864,864,270.0,36290.0,36290.0,,2639.159673659867,0.0049741305408911845
865,865,270.02,17180.0,17180.0,,-15076.731235431189,0.0049593871107749075
866,866,270.05,5150.0,5150.0,,-7119.750298368283,0.004966009029648992
867,867,270.07,2184.0,2184.0,,-6671.48153613054,0.004966382085636031
868,868,270.1,555.1,555.1,,-2213.728309557109,0.004970091894728267
869,869,270.12,210.9,210.9,,-1642.3583095571123,0.004970567397411634
870,870,270.15,45.45,45.45,,-967.3907960372978,0.004971129115499503
871,871,270.18,8.873,8.873,,-284.11261349650397,0.004971697749850773
872,872,270.2,2.826,2.826,,-140.24590345454578,0.004971817477884573
873,873,270.23,0.4678,0.4678,,-35.385778881118966,0.004971904744052929
874,874,270.25,0.1335,0.1335,,-15.252500516596776,0.004971921499269141
875,875,270.27,0.03645,0.03645,,-3.2279108595384707,0.004971931506312997
876,876,270.3,0.00479,0.00479,,-0.6074665315188824,0.004971933687086068
877,877,270.32,0.001172,0.001172,,-0.20656897862792595,0.0049719340207190245
878,878,270.35,0.0001305,0.0001305,,-0.031686770028428984,0.004971934166258621
879,879,270.38,1.317e-05,1.317e-05,,-0.009729471043147345,0.004971934184531815
880,880,270.4,2.702e-06,2.702e-06,,-0.002813865568977165,0.0049719341902870855
881,881,270.43,2.311e-07,2.311e-07,,-0.0003612827862685324,0.004971934192328162
882,882,270.45,4.248e-08,4.248e-08,,-9.377645633846181e-05,0.004971934192550784
883,883,270.48,3.081e-09,3.081e-09,,-1.0408620002797233e-05,0.0049719341926201645
884,884,270.5,5.072e-10,5.072e-10,,-1.2872856065268098e-06,0.004971934192627756
885,885,272.23,1.965e-09,1.965e-09,,-2.9890976717948807e-06,0.004971934192626338
886,886,272.25,1.117e-08,1.117e-08,,-2.5390105149650423e-05,0.004971934192607697
887,887,272.27,6.088e-08,6.088e-08,,-9.864954790023339e-05,0.0049719341925467285
888,888,272.3,7.145e-07,7.145e-07,,-0.0007803473816811212,0.00497193419197941
889,889,272.32,3.497e-06,3.497e-06,,-0.0027299530008722678,0.0049719341903569185
890,890,272.35,3.493e-05,3.493e-05,,-0.018511193177132918,0.004971934177223534
891,891,272.38,0.0003169,0.0003169,,-0.05759924219860155,0.004971934144693873
892,892,272.4,0.001306,0.001306,,-0.16770435459948754,0.004971934053062747
893,893,272.43,0.01009,0.01009,,-0.9587232569440586,0.004971933394764953
894,894,272.45,0.03735,0.03735,,-2.5374203821025705,0.004971932080949528
895,895,272.48,0.2456,0.2456,,-11.792210096456907,0.004971924378974726
896,896,272.5,0.8167,0.8167,,-27.066652317948773,0.004971911667354824
897,897,272.52,2.602,2.602,,-106.29845129603753,0.004971845729463401
898,898,272.55,13.66,13.66,,-373.7435906526816,0.004971623157607304
899,899,272.57,39.09,39.09,,-655.0389543123553,0.004971389059386818
900,900,272.6,174.6,174.6,,-1868.5405671328706,0.004970379165144614
901,901,272.62,448.9,448.9,,-2611.52501911422,0.004969760842340445
902,902,272.65,1708.0,1708.0,,-2347.6824522144443,0.004969980416081711
903,903,272.68,5897.0,5897.0,,-6267.1292540792365,0.004966718593669602
904,904,272.7,12770.0,12770.0,,-979.0308624707943,0.00497111942846164
905,905,272.73,37540.0,37540.0,,1914.1713286714664,0.004973527194717158
906,906,272.75,73010.0,73010.0,,17809.696037296373,0.004986755688779678
907,907,272.77,136000.0,136000.0,,119394.7902097911,0.005071296327716381
908,908,272.8,319300.0,319300.0,,286800.43822844,0.005210613818736059
909,909,272.82,534400.0,534400.0,,643632.587412591,0.005507574885031486
910,910,272.85,1068000.0,1068000.0,,1163727.156177162,0.005940405385500436
911,911,272.88,1937000.0,1937000.0,,1963854.172494182,0.0066062830887301935
912,912,272.9,2730000.0,2730000.0,,3008947.0862471005,0.007476025085788025
913,913,272.93,4216000.0,4216000.0,,4223841.025641045,0.008487078043048586
914,914,272.95,5338000.0,5338000.0,,5540208.857808882,0.009582579095774145
915,915,272.98,7018000.0,7018000.0,,6826200.466200495,0.010652800599492583
916,916,273.0,7983000.0,7983000.0,,7882365.967366001,0.011531757369861085
917,917,273.02,8698000.0,8698000.0,,8645848.484848522,0.012167138971569062
918,918,273.05,9129000.0,9129000.0,,8914841.49184153,0.012390998986327523
919,919,273.07,8935000.0,8935000.0,,8645799.533799572,0.012167098233771963
920,920,273.1,7983000.0,7983000.0,,7878067.599067632,0.011528180203296544
921,921,273.12,7018000.0,7018000.0,,6767298.368298397,0.010603781390208787
922,922,273.15,5338000.0,5338000.0,,5434529.603729627,0.0094946312355591
923,923,273.18,3687000.0,3687000.0,,4068729.3706293893,0.008357991797393802
924,924,273.2,2730000.0,2730000.0,,2831516.7832167963,0.0073283649265185515
925,925,273.23,1605000.0,1605000.0,,1834339.9533799624,0.006498499413137865
926,926,273.25,1068000.0,1068000.0,,1078748.6013986068,0.0058696849577111205
927,927,273.27,680300.0,680300.0,,616683.7529137562,0.005485147660784763
928,928,273.3,319300.0,319300.0,,333883.2913752933,0.005249796875270309
929,929,273.32,182700.0,182700.0,,143766.26806526905,0.005091578637109483
930,930,273.35,73010.0,73010.0,,67413.94778554831,0.005028037091045777
931,931,273.38,26490.0,26490.0,,9879.495337995513,0.004980156056821107
932,932,273.4,12770.0,12770.0,,-10981.061818181772,0.004962795588290515
933,933,273.43,3943.0,3943.0,,-7469.511958041943,0.00496571795275011
934,934,273.45,1708.0,1708.0,,-7779.998918414926,0.004965459560845025
935,935,273.48,448.9,448.9,,-3153.4030121212168,0.0049693098833476146
936,936,273.5,174.6,174.6,,-1136.3891545454555,0.004970988472530927
937,937,273.52,65.07,65.07,,-690.3254787878801,0.004971359693411925
938,938,273.55,13.66,13.66,,-204.29861733799567,0.004971764172255421
939,939,273.57,4.571,4.571,,-101.71146618648042,0.004971849546821204
940,940,273.6,0.8167,0.8167,,-24.016990614452258,0.0049719142053290324
941,941,273.62,0.2456,0.2456,,-10.931279508345014,0.004971925095454073
942,942,273.65,0.03735,0.03735,,-4.5165943247039735,0.00497193043385129
943,943,273.68,0.005158,0.005158,,-0.9184649321328693,0.004971933428268535
944,944,273.7,0.001306,0.001306,,-0.3339323894179496,0.004971933914725284
945,945,273.73,0.0001536,0.0001536,,-0.05842571535878802,0.00497193414400607
946,946,273.75,3.493e-05,3.493e-05,,-0.01904820003485227,0.004971934176776629
947,947,273.77,7.613e-06,7.613e-06,,-0.002858820080570171,0.0049719341902496736
948,948,273.8,7.145e-07,7.145e-07,,-0.00038240212799207555,0.004971934192310586
949,949,273.82,1.398e-07,1.398e-07,,-0.00010140227265407956,0.004971934192544438
950,950,273.85,1.117e-08,1.117e-08,,-1.1273107656410286e-05,0.0049719341926194455
951,951,273.88,8.106e-10,8.106e-10,,-3.147703395338004e-06,0.0049719341926262066
952,952,277.2,1.515e-09,1.515e-09,,-2.719050546853154e-06,0.004971934192626563
953,953,277.23,2.024e-08,2.024e-08,,-2.0064778481585134e-05,0.004971934192612128
954,954,277.25,1.082e-07,1.082e-07,,-0.0001694993662205133,0.004971934192487766
955,955,277.27,5.55e-07,5.55e-07,,-0.0006239664191249434,0.004971934192109552
956,956,277.3,5.966e-06,5.966e-06,,-0.00458789628248626,0.00497193418881071
957,957,277.32,2.759e-05,2.759e-05,,-0.015260736975710993,0.004971934179928612
958,958,277.35,0.000254,0.000254,,-0.09685001659869488,0.004971934112028791
959,959,277.38,0.00213,0.00213,,-0.28735992700745994,0.004971933953483586
960,960,277.4,0.008347,0.008347,,-0.7963219191748269,0.004971933529917782
961,961,277.43,0.05993,0.05993,,-4.3086519871002436,0.004971930606904021
962,962,277.45,0.2118,0.2118,,-10.920013343216807,0.0049719251048299445
963,963,277.48,1.302,1.302,,-48.24450427972041,0.004971894042828797
964,964,277.5,4.149,4.149,,-105.96296372261095,0.004971846008661191
965,965,277.52,12.69,12.69,,-397.2095056456885,0.004971603628920907
966,966,277.55,62.75,62.75,,-1338.5073945920774,0.0049708202667002035
967,967,277.57,173.0,173.0,,-2235.943917948721,0.004970073406565774
968,968,277.6,732.7,732.7,,-6097.578370629381,0.004966859696457721
969,969,277.62,1821.0,1821.0,,-7930.366792540792,0.0049653344224449706
970,970,277.65,6606.0,6606.0,,-5727.23960372957,0.004967167897933851
971,971,277.68,21830.0,21830.0,,-15106.573892773817,0.004959362275267889
972,972,277.7,45980.0,45980.0,,6570.499533799802,0.0049774022608847605
973,973,277.73,130100.0,130100.0,,25865.421445221964,0.0049934597842833765
974,974,277.75,247100.0,247100.0,,91789.132867134,0.005048322485648046
975,975,277.77,450300.0,450300.0,,416810.66200466495,0.005318810276847153
976,976,277.8,1025000.0,1025000.0,,943199.1608391665,0.0057568786803162365
977,977,277.82,1685000.0,1685000.0,,2018994.685314696,0.006652171850493098
978,978,277.85,3284000.0,3284000.0,,3561861.305361323,0.007936168591504845
979,979,277.88,5831000.0,5831000.0,,5889690.209790237,0.009873422718390644
980,980,277.9,8120000.0,8120000.0,,8888727.73892778,0.012369266729500405
981,981,277.93,12350000.0,12350000.0,,12340209.790209847,0.0152416418576711
982,982,277.95,15500000.0,15500000.0,,16047972.027972098,0.01832729720070346
983,983,277.98,20190000.0,20190000.0,,19642016.317016404,0.021318314761278663
984,984,278.0,22850000.0,22850000.0,,22578121.21212131,0.023761785290487086
985,985,278.02,24830000.0,24830000.0,,24697622.377622485,0.025525665948551917
986,986,278.05,26010000.0,26010000.0,,25442307.6923078,0.02614540423617289
987,987,278.07,25480000.0,25480000.0,,24696456.876456983,0.02552469600100188
988,988,278.1,22850000.0,22850000.0,,22565944.055944152,0.02375165127848429
989,989,278.12,20190000.0,20190000.0,,19471400.932401016,0.02117632607932377
990,990,278.15,15500000.0,15500000.0,,15739393.939394008,0.018070493887355526
991,991,278.18,10850000.0,10850000.0,,11896538.461538516,0.014872411923798314
992,992,278.2,8120000.0,8120000.0,,8384123.543123581,0.011949327549732639
993,993,278.23,4865000.0,4865000.0,,5522065.034965062,0.00956747953428369
994,994,278.25,3284000.0,3284000.0,,3323537.109557126,0.007737831621386465
995,995,278.27,2126000.0,2126000.0,,1946701.6083916188,0.0065920084676310475
996,996,278.3,1025000.0,1025000.0,,1082140.9790209853,0.005872508145247113
997,997,278.32,598500.0,598500.0,,492094.7878787911,0.0053814628555058155
998,998,278.35,247100.0,247100.0,,239102.97902098068,0.005170919277820352
999,999,278.38,92930.0,92930.0,,50113.18368298435,0.005013639135683937
1000,1000,278.4,45980.0,45980.0,,-23898.294871794675,0.004952045673211513
1001,1001,278.43,14810.0,14810.0,,-19429.934731934663,0.0049557643095360674
1002,1002,278.45,6606.0,6606.0,,-23339.962680652698,0.004952510325634809
1003,1003,278.48,1821.0,1821.0,,-9821.395813519825,0.0049637606797321866
1004,1004,278.5,732.7,732.7,,-3675.979769230772,0.004968874987132777
1005,1005,278.52,282.8,282.8,,-2358.9659459207496,0.0049699710257890195
1006,1006,278.55,62.75,62.75,,-726.1231814452224,0.004971329902026881
1007,1007,278.57,21.84,21.84,,-377.6517127785556,0.004971619905209457
1008,1008,278.6,4.149,4.149,,-92.91265417482532,0.004971856869324525
1009,1009,278.62,1.302,1.302,,-44.47394227272738,0.0049718971807470504
1010,1010,278.65,0.2118,0.2118,,-19.201238504615436,0.004971918213070164
1011,1011,278.68,0.03139,0.03139,,-4.122786442671337,0.0049719307615841155
1012,1012,278.7,0.008347,0.008347,,-1.5699489392867172,0.004971932886093773
1013,1013,278.73,0.001059,0.001059,,-0.2921674908606068,0.004971933949482658
1014,1014,278.75,0.000254,0.000254,,-0.09998079275171123,0.004971934109423311
1015,1015,278.77,5.843e-05,5.843e-05,,-0.016025229547284425,0.00497193417929239
1016,1016,278.8,5.966e-06,5.966e-06,,-0.0022966104328787937,0.004971934190717553
1017,1017,278.82,1.238e-06,1.238e-06,,-0.000641380779242426,0.00497193419209506
1018,1018,278.85,1.082e-07,1.082e-07,,-7.65310691958044e-05,0.004971934192565136
1019,1019,278.88,8.619e-09,8.619e-09,,-2.1340732575757633e-05,0.004971934192611067
1020,1020,280.12,4.171e-09,4.171e-09,,-1.3211482668997707e-05,0.004971934192617831
1021,1021,280.15,5.123e-08,5.123e-08,,-3.413147798368307e-05,0.004971934192600422
1022,1022,280.18,5.744e-07,5.744e-07,,-0.0002797797488228446,0.00497193419239599
1023,1023,280.2,2.735e-06,2.735e-06,,-0.0009942970504312383,0.004971934191801358
1024,1024,280.23,2.635e-05,2.635e-05,,-0.006878795792599086,0.004971934186904189
1025,1025,280.25,0.0001134,0.0001134,,-0.04263396899880197,0.004971934157148198
1026,1026,280.27,0.0004685,0.0004685,,-0.12408048504587446,0.004971934089367186
1027,1027,280.3,0.003647,0.003647,,-0.6643323194951066,0.004971933639761507
1028,1028,280.32,0.01362,0.01362,,-1.741937149673664,0.004971932742962606
1029,1029,280.35,0.09107,0.09107,,-8.11531879020981,0.004971927438938816
1030,1030,280.38,0.5559,0.5559,,-18.812094727039668,0.004971918536921452
1031,1031,280.4,1.765,1.765,,-39.42292385314692,0.004971901384280334
1032,1032,280.43,9.254,9.254,,-161.01859797669033,0.004971800190536645
1033,1033,280.45,26.55,26.55,,-311.38354333333376,0.004971675054573956
1034,1034,280.48,119.6,119.6,,-1021.688320326342,0.004971083928285438
1035,1035,280.5,310.0,310.0,,-1612.6652713286724,0.004970592108403382
1036,1036,280.52,771.8,771.8,,-4374.220172494177,0.0049682939009970195
1037,1037,280.55,2810.0,2810.0,,-10606.075976689988,0.004963107657131816
1038,1038,280.57,6321.0,6321.0,,-9414.16363636361,0.004964099584457656
1039,1039,280.6,19770.0,19770.0,,-13030.192074592007,0.004961090271358414
1040,1040,280.62,40180.0,40180.0,,18019.522610722906,0.0049869303096010485
1041,1041,280.65,107900.0,107900.0,,100447.50396270474,0.0050555281119314425
1042,1042,280.68,264600.0,264600.0,,208240.39393939535,0.005145234971640498
1043,1043,280.7,457400.0,457400.0,,473835.41724942,0.00536626713341525
1044,1044,280.73,963500.0,963500.0,,864244.7552447598,0.00569117163982775
1045,1045,280.75,1505000.0,1505000.0,,1500838.2750582828,0.006220954314603006
1046,1046,280.77,2257000.0,2257000.0,,2562114.4522144645,0.007104164266180519
1047,1047,280.8,3842000.0,3842000.0,,3973759.906759925,0.008278956785216054
1048,1048,280.82,5208000.0,5208000.0,,5768527.039627066,0.009772588910983844
1049,1049,280.85,7615000.0,7615000.0,,7790634.032634067,0.011455416677987832
1050,1050,280.88,10170000.0,10170000.0,,9844972.02797207,0.013165067568530068
1051,1051,280.9,11720000.0,11720000.0,,11654412.587412639,0.014670911139963319
1052,1052,280.93,13430000.0,13430000.0,,13032699.300699357,0.01581794201421119
1053,1053,280.95,13990000.0,13990000.0,,13724195.804195862,0.01639341577543865
1054,1054,280.98,13780000.0,13780000.0,,13636538.46153852,0.016320466020200326
1055,1055,281.0,12960000.0,12960000.0,,12769727.272727327,0.015599092748496224
1056,1056,281.02,11720000.0,11720000.0,,11394944.055944106,0.014454977536583766
1057,1057,281.05,9327000.0,9327000.0,,9562671.32867137,0.012930132692645277
1058,1058,281.07,7615000.0,7615000.0,,7566284.848484882,0.011268709922165028
1059,1059,281.1,5208000.0,5208000.0,,5615199.300699326,0.009644987267049147
1060,1060,281.12,3842000.0,3842000.0,,3861651.981351999,0.008185658888304515
