Unnamed: 0.1,Unnamed: 0,Wavelength (nm),Sum,Intensity,Bi III (3.3e-02),Denoised,Normalized
1061,1061,281.15,2257000.0,2257000.0,,2441386.480186492,0.007003692637188903
1062,1062,281.18,1210000.0,1210000.0,,1446273.4731934806,0.006175544668131919
1063,1063,281.2,759300.0,759300.0,,732367.5990676032,0.005581421492572475
1064,1064,281.23,349700.0,349700.0,,351079.47319347545,0.005264107795686568
1065,1065,281.25,198300.0,198300.0,,110378.9487179497,0.005063793209207892
1066,1066,281.27,107900.0,107900.0,,42990.66247086298,0.005007711666708119
1067,1067,281.3,40180.0,40180.0,,16691.862937063182,0.004985825411308479
1068,1068,281.32,19770.0,19770.0,,-5107.724242424166,0.004967683467908979
1069,1069,281.35,6321.0,6321.0,,-1968.2784382283958,0.004970296161792427
1070,1070,281.38,1845.0,1845.0,,-5266.041179487173,0.004967551714179529
1071,1071,281.4,771.8,771.8,,-4594.64233333334,0.004968110462368892
1072,1072,281.43,193.5,193.5,,-1803.2525962703985,0.00497043349877315
1073,1073,281.45,73.15,73.15,,-1155.8531790676013,0.004970972274277799
1074,1074,281.48,15.75,15.75,,-362.485572237763,0.004971632526699076
1075,1075,281.5,5.381,5.381,,-102.41743340792561,0.004971848959304695
1076,1076,281.52,1.765,1.765,,-49.17517187179499,0.004971893268313269
1077,1077,281.55,0.3073,0.3073,,-11.792538305314713,0.004971924378701585
1078,1078,281.57,0.09107,0.09107,,-4.889897876433579,0.004971930123182475
1079,1079,281.6,0.01362,0.01362,,-0.9568859705128224,0.00497193339629397
1080,1080,281.62,0.003647,0.003647,,-0.36483359064056037,0.004971933889008841
1081,1081,281.65,0.0004685,0.0004685,,-0.12930970223911453,0.004971934085015352
1082,1082,281.68,5.493e-05,5.493e-05,,-0.021787540162904483,0.004971934174496909
1083,1083,281.7,1.251e-05,1.251e-05,,-0.006893454530186965,0.0049719341868919905
1084,1084,281.73,1.26e-06,1.26e-06,,-0.0010067701302090934,0.004971934191790977
1085,1085,281.75,2.593e-07,2.593e-07,,-0.00028825719793752996,0.0049719341923889345
1086,1086,281.77,5.123e-08,5.123e-08,,-3.6619596195105007e-05,0.004971934192598351
1087,1087,281.8,4.171e-09,4.171e-09,,-4.221139200932413e-06,0.004971934192625314
1088,1088,281.82,7.447e-10,7.447e-10,,-1.2287669783216818e-06,0.004971934192627804
1155,1155,285.52,226400.0,1.171e-09,226400.0,-2.290387219580427e-06,0.00497193419262692
1156,1156,285.55,243700.0,1.389e-08,243700.0,-1.801071787342663e-05,0.004971934192613837
1157,1157,285.57,243700.0,6.877e-08,243700.0,-6.485258807738946e-05,0.004971934192574855
1158,1158,285.6,226400.0,7.044e-07,226400.0,-0.00046522605883380096,0.004971934192241658
1159,1159,285.62,205300.0,3.164e-06,205300.0,-0.0015247205929608432,0.004971934191359931
1160,1160,285.65,164600.0,2.799e-05,164600.0,-0.004719165038848497,0.004971934188701467
1161,1161,285.68,120800.0,0.0002268,120800.0,-0.02924632123895113,0.004971934168289599
1162,1162,285.7,93640.0,0.0008716,93640.0,-0.08303040561799553,0.004971934123529678
1163,1163,285.73,59340.0,0.006102,59340.0,-0.4265508944578099,0.004971933837646775
1164,1164,285.75,41680.0,0.02127,41680.0,-1.9679545090769284,0.004971932554867569
1165,1165,285.77,28150.0,0.07129,28150.0,-4.502212792634044,0.004971930445819816
1166,1166,285.8,14520.0,0.4067,14520.0,-17.758667931002368,0.004971919413599031
1167,1167,285.82,8890.0,1.236,8889.0,-36.071847947785606,0.00497190417309596
1168,1168,285.85,3963.0,6.093,3957.0,-125.16237338461565,0.004971830030624519
1169,1169,285.88,1640.0,27.5,1612.0,-218.08767671328704,0.004971752696793401
1170,1170,285.9,915.4,71.53,843.9,-310.6560259673661,0.004971675660024818
1171,1171,285.93,575.7,278.9,296.8,-995.2025762237772,0.004971105970118912
1172,1172,285.95,798.9,658.1,140.8,-1232.0409999999988,0.004970908869630559
1173,1173,285.98,2259.0,2217.0,42.75,-3013.7646340326305,0.004969426092500147
1174,1174,286.0,4762.0,4744.0,18.39,-1465.0949417249194,0.0049707149186449286
1175,1175,286.02,9772.0,9764.0,7.605,-1471.5001864801375,0.004970709588104178
1176,1176,286.05,26800.0,26800.0,1.879,1793.6188811189897,0.004973426869162269
1177,1177,286.07,50030.0,50030.0,0.7044,37778.28298368329,0.005003373846323974
1178,1178,286.1,118600.0,118600.0,0.1502,95690.02331002397,0.00505156886517991
1179,1179,286.12,200900.0,200900.0,0.05106,233069.1421911435,0.0051658978283154865
1180,1180,286.15,411400.0,411400.0,0.009399,462785.1188811212,0.005357070909381527
1181,1181,286.18,771800.0,771800.0,0.001584,768167.2960372998,0.0056112145373120835
1182,1182,286.2,1118000.0,1118000.0,0.0004601,1215647.3659673717,0.005983614162783634
1183,1183,286.23,1812000.0,1812000.0,6.693e-05,1772811.8881118963,0.0064472948344280285
1184,1184,286.25,2381000.0,2381000.0,1.763e-05,2448697.902097913,0.007009777312159798
1185,1185,286.27,3010000.0,3010000.0,4.463e-06,3189435.431235445,0.007626230193439284
1186,1186,286.3,3974000.0,3974000.0,5.284e-07,3934522.610722628,0.00824630291897551
1187,1187,286.32,4556000.0,4556000.0,1.213e-07,4574962.703962724,0.008779286769847008
1188,1188,286.35,5197000.0,5197000.0,1.239e-08,5038678.321678343,0.009165197861685336
1189,1189,286.38,5430000.0,5430000.0,1.159e-09,5246398.601398624,0.009338065793843223
1190,1190,286.4,5325000.0,5325000.0,2.275e-10,5154027.972027994,0.00926119357071255
1191,1191,286.43,4807000.0,4807000.0,1.837e-11,4790319.347319368,0.008958509798352741
1192,1192,286.45,4276000.0,4276000.0,,4217520.745920764,0.008481818211474243
1193,1193,286.48,3334000.0,3334000.0,,3501172.4941725093,0.007885662452626839
1194,1194,286.5,2690000.0,2690000.0,,2748865.7342657465,0.007259581483986662
1195,1195,286.52,2088000.0,2088000.0,,2044879.4871794966,0.006673713570823488
1196,1196,286.55,1326000.0,1326000.0,,1441223.7296037362,0.006171342195780823
1197,1197,286.57,933600.0,933600.0,,943343.1002331048,0.005756998468838665
1198,1198,286.6,512400.0,512400.0,,588706.0372960402,0.005461864186239818
1199,1199,286.62,327100.0,327100.0,,317113.2540792558,0.005235840598716664
1200,1200,286.65,155100.0,155100.0,,147387.6853146862,0.005094592434858218
1201,1201,286.68,67370.0,67370.0,,67932.80606060654,0.005028468892684082
1202,1202,286.7,36790.0,36790.0,,15845.325874126063,0.004985120910468398
1203,1203,286.73,13800.0,13800.0,,2638.5806526807355,0.004974130059021241
1204,1204,286.75,6839.0,6839.0,,-6404.591841491823,0.0049666041952427025
1205,1205,286.77,3259.0,3259.0,,-3318.2133333333295,0.0049691727257264885
1206,1206,286.8,996.2,996.2,,-1416.0113519813485,0.004970755766744465
1207,1207,286.82,430.5,430.5,,-1260.0663137529139,0.004970885546544132
1208,1208,286.85,113.7,113.7,,-404.9577766899765,0.004971597180693536
1209,1209,286.88,27.5,27.5,,-303.7421722144525,0.004971681413837605
1210,1210,286.9,10.17,10.17,,-182.10373480186516,0.0049717826431695455
1211,1211,286.93,2.125,2.125,,-55.88461317948729,0.004971887684615585
1212,1212,286.95,0.7126,0.7126,,-28.687746757109636,0.004971910318255718
1213,1213,286.98,0.1286,0.1286,,-7.403585446433587,0.00497192803125398
1214,1214,287.0,0.03913,0.03913,,-1.7259159813286755,0.004971932756295662
1215,1215,287.02,0.01145,0.01145,,-0.7046302514918432,0.004971933606224964
1216,1216,287.05,0.001684,0.001684,,-0.1411992916522148,0.004971934075120658
1217,1217,287.07,0.0004468,0.0004468,,-0.05080986165724956,0.004971934150344097
1218,1218,287.1,5.677e-05,5.677e-05,,-0.008423290611543142,0.004971934185618838
1219,1219,287.12,1.367e-05,1.367e-05,,-0.00278457275530024,0.0049719341903114635
1220,1220,287.15,1.5e-06,1.5e-06,,-0.0008675339952862494,0.004971934191906851
1221,1221,287.18,1.508e-07,1.508e-07,,-0.00012360133524428934,0.004971934192525964
1222,1222,287.2,3.106e-08,3.106e-08,,-3.476334794825185e-05,0.004971934192599896
1223,1223,287.23,2.697e-09,2.697e-09,,-4.922308922610737e-06,0.00497193419262473
1224,1224,287.25,5.038e-10,5.038e-10,,-3.8113230624708727e-06,0.004971934192625655
1225,1225,288.93,3.132e-08,3.132e-08,,-2.5782471952913827e-05,0.00497193419260737
1226,1226,288.95,1.612e-07,1.612e-07,,-0.00010065468333286741,0.0049719341925450605
1227,1227,288.98,1.753e-06,1.753e-06,,-0.0008019490695566456,0.004971934191961433
1228,1228,289.0,8.203e-06,8.203e-06,,-0.0028283784910904503,0.0049719341902750075
1229,1229,289.02,3.695e-05,3.695e-05,,-0.019549541921810774,0.004971934176359404
1230,1230,289.05,0.0003289,0.0003289,,-0.1219332462417719,0.00497193409115415
1231,1231,289.07,0.001347,0.001347,,-0.3577226082615394,0.004971933894926707
1232,1232,289.1,0.01039,0.01039,,-1.9470481384172549,0.004971932572266163
1233,1233,289.12,0.03869,0.03869,,-5.187902513188823,0.004971929875178548
1234,1234,289.15,0.2588,0.2588,,-12.833221520046648,0.0049719235126294056
1235,1235,289.18,1.589,1.589,,-61.951437639627194,0.004971882635713279
1236,1236,289.2,5.079,5.079,,-142.3660336177159,0.004971815713480454
1237,1237,289.23,27.03,27.03,,-564.952101701633,0.004971464031016677
1238,1238,289.25,78.56,78.56,,-2012.9222299300745,0.004970259008559408
1239,1239,289.27,219.8,219.8,,-3585.8933095571147,0.004968949958435629
1240,1240,289.3,957.5,957.5,,-10611.489121212142,0.00496310315223176
1241,1241,289.32,2435.0,2435.0,,-15663.635743589755,0.004958898680040864
1242,1242,289.35,9198.0,9198.0,,-40623.718741258774,0.004938126524620572
1243,1243,289.38,31880.0,31880.0,,-42399.610629370545,0.004936648600756579
1244,1244,289.4,69630.0,69630.0,,-2671.5694638690093,0.0049697108724529775
1245,1245,289.43,209200.0,209200.0,,-17433.10722610626,0.004957426099334701
1246,1246,289.45,415400.0,415400.0,,208365.29603729857,0.005145338917039647
1247,1247,289.48,1082000.0,1082000.0,,482950.84382284863,0.005373853128122208
1248,1248,289.5,1953000.0,1953000.0,,1601746.829836841,0.0063049319273093835
1249,1249,289.52,3394000.0,3394000.0,,3280563.4498834703,0.007702068297290016
1250,1250,289.55,7238000.0,7238000.0,,6350467.13286717,0.010256888184476315
1251,1251,289.57,11430000.0,11430000.0,,12629775.291375358,0.015482622610624787
1252,1252,289.6,21140000.0,21140000.0,,21599680.65268076,0.022947512382335496
1253,1253,289.62,30350000.0,30350000.0,,34780629.370629534,0.03391689559238753
1254,1254,289.65,48640000.0,48640000.0,,51432955.71095594,0.04777521132326842
1255,1255,289.68,71540000.0,71540000.0,,70288372.96037327,0.06346697235050283
1256,1256,289.7,88220000.0,88220000.0,,90280139.86014025,0.08010442059965321
1257,1257,289.73,112500000.0,112500000.0,,109458764.56876504,0.09606515972188363
1258,1258,289.75,126100000.0,126100000.0,,125833799.53380007,0.10969270941144979
1259,1259,289.77,136100000.0,136100000.0,,135439813.5198141,0.11768697832095705
1260,1260,289.8,142000000.0,142000000.0,,138612494.17249477,0.12032733074376718
1261,1261,289.82,139400000.0,139400000.0,,134334289.04428962,0.11676694427184445
1262,1262,289.85,126100000.0,126100000.0,,123136083.91608445,0.10744763001423095
1263,1263,289.88,104700000.0,104700000.0,,107010582.75058322,0.09402774609512783
1264,1264,289.9,88220000.0,88220000.0,,87566013.98601437,0.07784568434092984
1265,1265,289.93,63510000.0,63510000.0,,67494643.35664366,0.06114198867411189
1266,1266,289.95,48640000.0,48640000.0,,48979491.841492064,0.04573340189421583
1267,1267,289.98,30350000.0,30350000.0,,33787468.53146869,0.033090372246678955
1268,1268,290.0,21140000.0,21140000.0,,22071344.988345098,0.023340038516465083
1269,1269,290.02,14170000.0,14170000.0,,13193164.568764636,0.015951483616942323
1270,1270,290.05,7238000.0,7238000.0,,7765023.776223818,0.011434103438502334
1271,1271,290.07,4410000.0,4410000.0,,3930723.8228438455,0.008243141510728825
1272,1272,290.1,1953000.0,1953000.0,,2076158.8578088707,0.006699744732187132
1273,1273,290.12,1082000.0,1082000.0,,693522.662004668,0.005549094153354968
1274,1274,290.15,415400.0,415400.0,,69138.666666669,0.0050294724279658625
1275,1275,290.18,146400.0,146400.0,,-10824.118881117927,0.0049629261985565595
1276,1276,290.2,69630.0,69630.0,,-102173.28881118873,0.004886904049292097
1277,1277,290.23,21270.0,21270.0,,-54474.25072261069,0.004926599904176351
1278,1278,290.25,9198.0,9198.0,,-48853.69356643363,0.0049312774161384566
1279,1279,290.27,3829.0,3829.0,,-18375.727118881146,0.0049566416369225845
1280,1280,290.3,957.5,957.5,,-6130.000850815856,0.00496683271398344
1281,1281,290.32,362.4,362.4,,-3556.5357734265795,0.004968974390217499
1282,1282,290.35,78.56,78.56,,-953.98183832168,0.004971140274635221
1283,1283,290.38,15.63,15.63,,-515.2513954079265,0.004971505392689863
1284,1284,290.4,5.079,5.079,,-247.09130224242486,0.004971728559541242
1285,1285,290.43,0.876,0.876,,-60.94128598461552,0.004971883476376637
1286,1286,290.45,0.2588,0.2588,,-26.108360198275122,0.004971912464859898
1287,1287,290.48,0.03869,0.03869,,-5.541525302839174,0.004971929580888358
1288,1288,290.5,0.01039,0.01039,,-1.0632664697925434,0.004971933307762523
1289,1289,290.52,0.002687,0.002687,,-0.37239616341305465,0.004971933882715154
1290,1290,290.55,0.0003289,0.0003289,,-0.06183079664372977,0.004971934141172311
1291,1291,290.57,7.731e-05,7.731e-05,,-0.019325647791585132,0.004971934176545733
1292,1292,290.6,8.203e-06,8.203e-06,,-0.0026830747555711023,0.004971934190395931
1293,1293,290.62,1.753e-06,1.753e-06,,-0.0007674950176923096,0.004971934191990105
1294,1294,290.65,1.612e-07,1.612e-07,,-0.00020960371547785604,0.004971934192454391
1295,1295,290.68,1.361e-08,1.361e-08,,-3.108353890442899e-05,0.004971934192602958
1296,1296,292.95,3.658e-08,3.658e-08,,-3.1117450675990756e-05,0.00497193419260293
1297,1297,292.98,4.05e-07,4.05e-07,,-0.0002055055207226113,0.004971934192457801
1298,1298,293.0,1.921e-06,1.921e-06,,-0.0007387276954312374,0.004971934192014046
1299,1299,293.02,8.781e-06,8.781e-06,,-0.005265054529580434,0.0049719341882471695
1300,1300,293.05,8.004e-05,8.004e-05,,-0.03396179400405604,0.004971934164365312
1301,1301,293.07,0.0003335,0.0003335,,-0.10243522703701657,0.004971934107380694
1302,1302,293.1,0.002645,0.002645,,-0.5795580633263417,0.004971933710311914
1303,1303,293.12,0.01005,0.01005,,-1.5933698528368339,0.004971932866602538
1304,1304,293.15,0.06934,0.06934,,-4.088669829268075,0.004971930789976473
1305,1305,293.18,0.4404,0.4404,,-20.569838904289096,0.004971917074100386
1306,1306,293.2,1.442,1.442,,-49.12357562004673,0.004971893311252443
1307,1307,293.23,7.969,7.969,,-204.26335013986062,0.0049717642016053115
1308,1308,293.25,23.78,23.78,,-765.2327415850834,0.004971297354464371
1309,1309,293.27,68.4,68.4,,-1441.0256495104923,0.004970734949470899
1310,1310,293.3,311.2,311.2,,-4545.965548717959,0.0049681509719191
1311,1311,293.32,815.7,815.7,,-7305.385013986024,0.004965854541654518
1312,1312,293.35,3229.0,3229.0,,-20436.505044289064,0.0049549266266256525
1313,1313,293.38,11760.0,11760.0,,-25610.48573426572,0.004950620762296442
1314,1314,293.4,26590.0,26590.0,,-15704.288578088413,0.004958864848142286
1315,1315,293.43,84270.0,84270.0,,-47707.35641025618,0.004932231415112514
1316,1316,293.45,173600.0,173600.0,,29462.297902098795,0.0049964531588164995
1317,1317,293.48,478900.0,478900.0,,83700.4335664355,0.005041590948776241
1318,1318,293.5,899200.0,899200.0,,587796.3403263453,0.005461107122778064
1319,1319,293.52,1627000.0,1627000.0,,1313548.9277389373,0.006065089310810916
1320,1320,293.55,3694000.0,3694000.0,,2782240.279720298,0.007287356281263108
1321,1321,293.57,6093000.0,6093000.0,,6474874.825174862,0.01036042213187291
1322,1322,293.6,12040000.0,12040000.0,,11997152.447552511,0.014956144391960902
1323,1323,293.62,18100000.0,18100000.0,,21124743.123543225,0.022552262247506383
1324,1324,293.65,31130000.0,31130000.0,,33683463.869464025,0.03300381800710381
1325,1325,293.68,49240000.0,49240000.0,,48786813.519813746,0.045573052105138734
1326,1326,293.7,63830000.0,63830000.0,,66658489.51048981,0.06044612890276397
1327,1327,293.73,87870000.0,87870000.0,,85699976.68997706,0.07629274011646678
1328,1328,293.75,103800000.0,103800000.0,,104580372.96037342,0.09200528905959358
1329,1329,293.77,118200000.0,118200000.0,,119872331.00233153,0.10473148588986089
1330,1330,293.8,134000000.0,134000000.0,,130846130.5361311,0.11386404644619018
1331,1331,293.82,139000000.0,139000000.0,,135316689.97669056,0.11758451306177108
1332,1332,293.85,137100000.0,137100000.0,,132782167.8321684,0.11547524572050849
1333,1333,293.88,124400000.0,124400000.0,,123759696.9696975,0.10796661015035403
1334,1334,293.9,111300000.0,111300000.0,,108998694.6386951,0.09568228262598183
1335,1335,293.93,87870000.0,87870000.0,,90777179.48717988,0.08051806443184222
1336,1336,293.95,71670000.0,71670000.0,,71663603.72960405,0.06461146002227451
1337,1337,293.98,49240000.0,49240000.0,,53611547.78554803,0.049588268322120155
1338,1338,294.0,36610000.0,36610000.0,,38046333.33333351,0.03663466340895636
1339,1339,294.02,26220000.0,26220000.0,,25289853.14685327,0.026018529276942693
1340,1340,294.05,14830000.0,14830000.0,,16218208.857808938,0.01846897084369411
1341,1341,294.07,9684000.0,9684000.0,,9407370.396270446,0.012800888927508376
1342,1342,294.1,4767000.0,4767000.0,,5393732.3543123845,0.009460679152719692
1343,1343,294.12,2837000.0,2837000.0,,2417042.447552463,0.006983433168120714
1344,1344,294.15,1215000.0,1215000.0,,819617.3426573497,0.0056540320377535995
1345,1345,294.18,478900.0,478900.0,,306821.4452214486,0.005227275601029345
1346,1346,294.2,245700.0,245700.0,,-56903.46153846054,0.004924578278502263
1347,1347,294.23,84270.0,84270.0,,-62185.74172494134,0.004920182285707793
1348,1348,294.25,39420.0,39420.0,,-94767.47692307696,0.004893067277017249
1349,1349,294.27,17770.0,17770.0,,-40387.916829836846,0.004938322762507798
1350,1350,294.3,5015.0,5015.0,,-15032.973902097901,0.0049594235262839775
1351,1351,294.32,2060.0,2060.0,,-10418.143652680666,0.004963264057230454
1352,1352,294.35,506.2,506.2,,-3077.31883776224,0.0049693732017386215
1353,1353,294.38,114.4,114.4,,-1957.159787878791,0.0049703054149000045
1354,1354,294.4,40.52,40.52,,-1060.4549332400954,0.004971051666128753
1355,1355,294.43,7.969,7.969,,-297.1289338088584,0.004971686917473791
1356,1356,294.45,2.573,2.573,,-141.79201667366004,0.004971816191185963
1357,1357,294.48,0.4404,0.4404,,-34.01369356783225,0.004971905885922904
1358,1358,294.5,0.1296,0.1296,,-7.397470415431251,0.004971928036343
1359,1359,294.52,0.03676,0.03676,,-2.86411774616784,0.004971931809067082
1360,1360,294.55,0.005179,0.005179,,-0.5401694780093254,0.004971933743091685
1361,1361,294.57,0.001339,0.001339,,-0.1861415341330541,0.00497193403771905
1362,1362,294.6,0.0001641,0.0001641,,-0.029330016907785618,0.0049719341682199466
1363,1363,294.62,3.867e-05,3.867e-05,,-0.009316764650000026,0.004971934184875275
1364,1364,294.65,4.126e-06,4.126e-06,,-0.0028039342724941805,0.00497193419029535
1365,1365,294.68,4.05e-07,4.05e-07,,-0.00038288202995338095,0.004971934192310187
1366,1366,294.7,8.228e-08,8.228e-08,,-0.00010722672564102594,0.004971934192539591
1367,1367,298.0,1.911e-08,1.911e-08,,-2.4358835081585153e-05,0.004971934192608555
1368,1368,298.02,9.406e-08,9.406e-08,,-9.895926736596765e-05,0.004971934192546471
1369,1369,298.05,9.606e-07,9.606e-07,,-0.0007004467404428925,0.004971934192045904
1370,1370,298.07,4.324e-06,4.324e-06,,-0.002324773058508165,0.004971934190694116
1371,1371,298.1,3.861e-05,3.861e-05,,-0.015009298983799577,0.004971934180137863
1372,1372,298.12,0.0001589,0.0001589,,-0.045709155895151635,0.004971934154588981
1373,1373,298.15,0.00124,0.00124,,-0.13122968949827532,0.004971934083417511
1374,1374,298.18,0.008934,0.008934,,-0.7503478012251767,0.004971933568178133
1375,1375,298.2,0.03186,0.03186,,-2.0026856889836875,0.00497193252596376
1376,1376,298.23,0.2006,0.2006,,-9.56565527706296,0.0049719262319470395
1377,1377,298.25,0.6543,0.6543,,-41.34342196829848,0.004971899786012998
1378,1378,298.27,2.058,2.058,,-89.55391094172514,0.0049718596645210176
1379,1379,298.3,10.74,10.74,,-333.25097851748325,0.004971656856166429
1380,1380,298.32,30.89,30.89,,-642.8106768298379,0.004971399235942738
1381,1381,298.35,140.9,140.9,,-2138.813661771566,0.004970154239821717
1382,1382,298.38,593.2,593.2,,-3546.4933864801897,0.004968982747642531
1383,1383,298.4,1479.0,1479.0,,-4685.623235431231,0.004968034746697641
1384,1384,298.43,5441.0,5441.0,,-14984.692843822853,0.00495946370650479
1385,1385,298.45,12400.0,12400.0,,-17125.38027972024,0.0049576821943147515
1386,1386,298.48,39900.0,39900.0,,-42402.72400932394,0.004936646009755088
1387,1387,298.5,83140.0,83140.0,,-13298.322144521775,0.004960867129492822
1388,1388,298.52,167200.0,167200.0,,-8102.132867132016,0.004965191476141559
1389,1389,298.55,445600.0,445600.0,,44181.780885782726,0.005008702933317329
1390,1390,298.57,819200.0,819200.0,,608477.5291375342,0.005478318318281803
1391,1391,298.6,1909000.0,1909000.0,,1491020.652680663,0.006212783942016316
1392,1392,298.62,3210000.0,3210000.0,,3636999.9067599275,0.007998700062512413
1393,1393,298.65,6541000.0,6541000.0,,7275305.361305399,0.011026552428843647
1394,1394,298.68,12300000.0,12300000.0,,12086482.983683044,0.015030486603902054
1395,1395,298.7,17910000.0,17910000.0,,19388994.871794965,0.021107746519766903
1396,1396,298.73,29440000.0,29440000.0,,28624685.31468545,0.028793826622599352
1397,1397,298.75,39210000.0,39210000.0,,40239927.73892792,0.03846020557267218
1398,1398,298.77,50380000.0,50380000.0,,53860242.42424266,0.04979523573034715
1399,1399,298.8,68620000.0,68620000.0,,68409836.82983713,0.06190362640851315
1400,1400,298.82,80620000.0,80620000.0,,82285081.58508193,0.07345081319380783
1401,1401,298.85,96000000.0,96000000.0,,94008997.66899806,0.08320763199334125
1402,1402,298.88,105500000.0,105500000.0,,101845920.74592118,0.08972963691559756
1403,1403,298.9,107400000.0,107400000.0,,104473939.39393984,0.09191671344932416
1404,1404,298.93,103200000.0,103200000.0,,101859627.03962748,0.08974104349878599
1405,1405,298.95,96070000.0,96070000.0,,94433426.57342698,0.08356084809316291
1406,1406,298.98,80800000.0,80800000.0,,82975664.33566469,0.07402552651615606
1407,1407,299.0,68950000.0,68950000.0,,69386620.04662035,0.0627165200512486
1408,1408,299.02,56940000.0,56940000.0,,55560862.47086272,0.051210517238928506
1409,1409,299.05,40520000.0,40520000.0,,42636386.94638714,0.04045457486705243
1410,1410,299.07,31560000.0,31560000.0,,31850233.10023325,0.03147817586627919
1411,1411,299.1,22000000.0,22000000.0,,24082727.27272739,0.025013941020103132
1412,1412,299.12,18350000.0,18350000.0,,19222027.972028065,0.02096879416162265
1413,1413,299.15,16750000.0,16750000.0,,17748671.328671418,0.01974264466571822
1414,1414,299.18,19100000.0,19100000.0,,19342004.662004754,0.02106864056242351
1415,1415,299.2,22310000.0,22310000.0,,22728228.438228544,0.023886706775351523
1416,1416,299.23,28580000.0,28580000.0,,27686596.73659686,0.028013135238525146
1417,1417,299.25,33040000.0,33040000.0,,32874475.524475668,0.03233056577325216
1418,1418,299.27,37170000.0,37170000.0,,37448578.088578254,0.03613720252917841
1419,1419,299.3,41750000.0,41750000.0,,40751002.3310025,0.03888552951325872
1420,1420,299.32,43230000.0,43230000.0,,42067179.48717967,0.03998087188256509
1421,1421,299.35,42620000.0,42620000.0,,41325034.96503514,0.0393632480806032
1422,1422,299.38,38800000.0,38800000.0,,38598438.22843839,0.037094133383094426
1423,1423,299.4,34860000.0,34860000.0,,34132792.54079269,0.03337775606638446
1424,1424,299.43,27760000.0,27760000.0,,28608832.167832293,0.02878063339602373
1425,1425,299.45,22810000.0,22810000.0,,22766780.885780986,0.023918790700411658
1426,1426,299.48,15890000.0,15890000.0,,17212573.426573504,0.019296495951232354
1427,1427,299.5,11940000.0,11940000.0,,12368689.976690033,0.015265343496003815
1428,1428,299.52,8657000.0,8657000.0,,8353624.242424282,0.011923945574264239
1429,1429,299.55,4999000.0,4999000.0,,5448116.317016344,0.00950593830212891
1430,1430,299.57,3315000.0,3315000.0,,3235955.198135215,0.0076649446411535815
1431,1431,299.6,1675000.0,1675000.0,,1894585.0582750684,0.00654863629298357
1432,1432,299.62,1016000.0,1016000.0,,890781.701631707,0.00571325608461029
1433,1433,299.65,448700.0,448700.0,,334343.4219114245,0.005250179802803484
1434,1434,299.68,182900.0,182900.0,,137065.70163170292,0.0050860023252288274
1435,1435,299.7,96170.0,96170.0,,-786.2713286708974,0.004971279845836662
1436,1436,299.73,34290.0,34290.0,,-13171.631934731755,0.0049609725629854995
1437,1437,299.75,16490.0,16490.0,,-29522.64839160839,0.004947365001858652
1438,1438,299.77,7652.0,7652.0,,-12998.860815850812,0.004961116345701842
1439,1439,299.8,2262.0,2262.0,,-4959.951039627035,0.004967806446984639
1440,1440,299.82,959.9,959.9,,-3726.443869463873,0.004968832990151706
1441,1441,299.85,248.2,248.2,,-1127.8843967365972,0.004970995550317929
1442,1442,299.88,59.21,59.21,,-770.8217240093251,0.004971292703229374
1443,1443,299.9,21.78,21.78,,-439.0233926806536,0.004971568830776994
1444,1444,299.93,4.546,4.546,,-129.1396851608394,0.004971826720646008
1445,1445,299.95,1.529,1.529,,-64.48973346620062,0.004971880523305423
1446,1446,299.98,0.2792,0.2792,,-16.242147261538502,0.004971920675670277
1447,1447,300.0,0.0859,0.0859,,-3.7213563377622467,0.004971931095660269
1448,1448,300.02,0.02551,0.02551,,-1.5075442254498876,0.004971932938027912
1449,1449,300.05,0.003859,0.003859,,-0.3009269704988352,0.004971933942192888
1450,1450,300.07,0.001048,0.001048,,-0.10853095138909119,0.00497193410230774
1451,1451,300.1,0.0001387,0.0001387,,-0.01814877498144526,0.004971934177525144
1452,1452,300.12,3.445e-05,3.445e-05,,-0.006073701021048967,0.004971934187574201
1453,1453,300.15,3.988e-06,3.988e-06,,-0.0019222854352680702,0.004971934191029072
1454,1454,300.18,4.26e-07,4.26e-07,,-0.00028130629494172566,0.004971934192394719
1455,1455,300.2,9.172e-08,9.172e-08,,-8.124204226107248e-05,0.004971934192561215
1456,1456,300.23,8.57e-09,8.57e-09,,-1.4782159743589784e-05,0.004971934192616525
1457,1457,301.55,3.019e-08,3.019e-08,,-3.828272431235442e-05,0.004971934192596967
1458,1458,301.57,1.457e-07,1.457e-07,,-0.00012851706930069962,0.0049719341925218725
1459,1459,301.6,1.447e-06,1.447e-06,,-0.0009285876236130562,0.004971934191856042
1460,1460,301.62,6.397e-06,6.397e-06,,-0.003081528489813528,0.004971934190064332
1461,1461,301.65,5.571e-05,5.571e-05,,-0.00971742807694641,0.004971934184541837
1462,1462,301.68,0.0004484,0.0004484,,-0.06205720623435914,0.0049719341409838885
1463,1463,301.7,0.001724,0.001724,,-0.1814619234596741,0.004971934041613492
1464,1464,301.73,0.01217,0.01217,,-0.976789365219117,0.004971933379730066
1465,1465,301.75,0.04288,0.04288,,-4.761538096275071,0.004971930230005409
1466,1466,301.77,0.1459,0.1459,,-11.485777072167858,0.004971924633992883
1467,1467,301.8,0.857,0.857,,-48.88555670489522,0.004971893509335354
1468,1468,301.82,2.671,2.671,,-106.86662404195826,0.00497184525662152
