Wavelength (nm),Normalized
201.8,0.0009173548246745
201.82,0.0009173524656746
201.85,0.0009173508596924
201.87,0.0009173500067282
201.9,0.0009173499067817
201.92,0.0009173505598532
201.95,0.0009173455441424
201.97,0.0009173276382097
202.0,0.0009171779901014
202.02,0.0009168280860917
202.05,0.0009146856934031
202.07,0.0009110350405657
202.09,0.0008939097146987
202.12,0.0008754397357106
202.14,0.0008084347211502
202.17,0.0007963926196004
202.19,0.0007588396505307
202.22,0.0010895217374154
202.24,0.0019684005843107
202.27,0.0034251926324755
202.29,0.0060404536990353
202.32,0.0097581260738763
202.34,0.0142931030766762
202.36,0.0191706843575889
202.39,0.0231714071118256
202.41,0.025788085405674
202.44,0.0260705376554997
202.46,0.0243519500765553
202.49,0.0207140552293248
202.51,0.0158852122253813
202.54,0.0110920318753895
202.56,0.0069170009312815
202.59,0.0038789394795716
202.61,0.002103657171291
202.64,0.001110782400419
202.66,0.0008589246880767
202.68,0.0007477477879356
202.71,0.0008314236581018
202.73,0.0008572405381815
202.76,0.0008989432562094
202.78,0.0009076478886141
202.81,0.0009130397978727
202.83,0.0009164483775005
202.86,0.0009170360770089
202.88,0.000917303144745
202.91,0.000917338421299
202.93,0.0009173506185927
202.95,0.0009173518487755
202.98,0.0009173521806677
203.0,0.0009173522061739
203.03,0.000917352211617
203.05,0.0009173522119303
203.08,0.0009173522119781
203.1,0.0009173522119856
203.13,0.0009173522119859
203.15,0.0009173522119859
203.18,0.0009173522119859
203.2,0.0009173522119859
203.22,0.0009173522119859
203.25,0.0009173522119859
203.27,0.0009173522119859
203.3,0.0009173522119859
203.32,0.0009173522119859
203.35,0.0009173522119859
203.37,0.0009173522119859
203.4,0.0009173522119859
203.42,0.0009173522119859
203.45,0.0009173522119859
203.47,0.0009173522119859
203.5,0.0009173522119859
203.52,0.0009173522119859
203.54,0.0009173522119859
203.57,0.0009173522119859
203.59,0.0009173522119859
203.62,0.0009173522119859
203.64,0.0009173522119859
203.67,0.0009173522119859
203.69,0.0009173522119859
203.72,0.0009173522119859
203.74,0.0009173522119859
203.77,0.0009173522119859
203.79,0.0009173522119859
203.81,0.0009173522119859
203.84,0.0009173522119859
203.86,0.0009173522119859
203.89,0.0009173522119859
203.91,0.0009173522119859
203.94,0.0009173522119859
203.96,0.0009173522119859
203.99,0.0009173522119859
204.01,0.0009173522119859
204.04,0.0009173522119859
204.06,0.0009173522119859
204.09,0.0009173522119859
204.11,0.0009173522119859
204.13,0.0009173522119859
204.16,0.0009173522119859
204.18,0.0009173522119859
204.21,0.0009173522119859
204.23,0.0009173522119859
204.26,0.0009173522119859
204.28,0.0009173522119859
204.31,0.0009173522119859
204.33,0.0009173522119859
204.36,0.0009173522119859
204.38,0.0009173522119859
204.4,0.0009173522119859
204.43,0.0009173522119859
204.45,0.0009173522119859
204.48,0.0009173522119859
204.5,0.0009173522119859
204.53,0.0009173522119859
204.55,0.0009173522119859
204.58,0.0009173522119859
204.6,0.0009173522119859
204.63,0.0009173522119859
204.65,0.0009173522119859
204.68,0.0009173522119859
204.7,0.0009173522119859
204.72,0.0009173522119859
204.75,0.0009173522119859
204.77,0.0009173522119859
204.8,0.0009173522119859
204.82,0.0009173522119859
204.85,0.0009173522119859
204.87,0.0009173522119859
204.9,0.0009173522119859
204.92,0.0009173522119859
204.95,0.0009173522119859
204.97,0.0009173522119859
204.99,0.0009173522119859
205.02,0.0009173522119859
205.04,0.0009173522119859
205.07,0.0009173522119859
205.09,0.0009173522119859
205.12,0.0009173522119859
205.14,0.0009173522119859
205.17,0.0009173522119859
205.19,0.0009173522119859
205.22,0.0009173522119859
205.24,0.0009173522119859
205.27,0.0009173522119859
205.29,0.0009173522119859
205.31,0.0009173522119859
205.34,0.0009173522119859
205.36,0.0009173522119859
205.39,0.0009173522119859
205.41,0.0009173522119859
205.44,0.0009173522119859
205.46,0.0009173522119859
205.49,0.0009173522119859
205.51,0.0009173522119859
205.54,0.0009173522119859
205.56,0.0009173522119859
205.58,0.0009173522119859
205.61,0.0009173522119859
205.63,0.0009173522119859
205.66,0.0009173522119859
205.68,0.0009173522119859
205.71,0.0009173522119859
205.73,0.0009173522119859
205.76,0.0009173522119859
205.78,0.0009173522119859
205.81,0.0009173522119859
205.83,0.0009173522119859
