Wavelength (nm),Normalized
210.62,0.0001344103274306
210.64,0.000134410223793
210.67,0.0001344101532639
210.69,0.0001344101158432
210.72,0.0001344101115308
210.74,0.000134410140327
210.77,0.0001344099238295
210.79,0.0001344079961717
210.82,0.0001344029285538
210.84,0.0001343676101831
210.87,0.0001342961999547
210.89,0.0001339046143028
210.92,0.0001333324250846
210.94,0.0001308482682107
210.97,0.0001287440262224
210.99,0.0001281689637384
211.02,0.0001215953118741
211.04,0.0001346645584361
211.07,0.0001604143120928
211.09,0.0002607740259093
211.11,0.000437335160533
211.14,0.000749180427546
211.16,0.0011854167566544
211.19,0.0017106707053498
211.21,0.0022718963173586
211.24,0.0027363459551962
211.26,0.003035092094772
211.29,0.0030847581282316
211.31,0.0028732704590114
211.34,0.002462580875737
211.36,0.0018993197225393
211.39,0.0013474895370064
211.41,0.0008905794055093
211.44,0.0005531450864649
211.46,0.0005532275378939
211.49,0.0008366254054952
211.51,0.0016951945967418
211.53,0.0030574214184829
211.56,0.0049745045162623
211.58,0.0072622427213802
211.61,0.0094941280823807
211.63,0.0113998326368366
211.66,0.0124257450022255
211.68,0.0124182210016761
211.71,0.0113824489221228
211.73,0.0094606070232108
211.76,0.0072020236433816
211.78,0.0048657710174496
211.81,0.0030778203942608
211.83,0.0020962545914819
211.86,0.0018642584214513
211.88,0.0028216893372864
211.91,0.0046638585434329
211.93,0.0074660995723788
211.95,0.0108045677768861
211.98,0.0140715050595855
212.0,0.0168177332640294
212.03,0.0182457526342446
212.05,0.0183257280591223
212.08,0.0168101526550362
212.1,0.0140220401091632
212.13,0.010700305606761
212.15,0.0073001639794974
212.18,0.0044492860585999
212.2,0.0023851827102427
212.23,0.0010378135769349
212.25,0.0004171807017283
212.28,9.042266675852769e-05
212.3,6.76101855005461e-05
212.33,5.298100368612918e-05
212.35,9.890083533272432e-05
212.38,0.0001118567384148
212.4,0.0001275262878891
212.42,0.0001311550869078
212.45,0.0001336716615046
212.47,0.0001341342930004
212.5,0.0001343644909258
212.52,0.0001343959638836
212.55,0.0001344061638389
212.57,0.0001344097317534
212.6,0.0001344100997824
212.62,0.0001344102024337
212.65,0.00013441021071
212.67,0.0001344102125713
222.61,0.0001344102126884
222.63,0.0001344102127098
222.66,0.0001344102127108
222.68,0.000134410212711
222.71,0.000134410212711
222.73,0.000134410212711
222.76,0.000134410212711
222.78,0.000134410212711
222.81,0.000134410212711
222.83,0.000134410212711
222.86,0.000134410212711
222.88,0.000134410212711
222.9,0.000134410212711
222.93,0.000134410212711
222.95,0.000134410212711
222.98,0.000134410212711
223.0,0.000134410212711
223.03,0.000134410212711
223.05,0.000134410212711
223.08,0.000134410212711
223.1,0.000134410212711
223.13,0.000134410212711
223.15,0.000134410212711
223.18,0.000134410212711
223.2,0.000134410212711
223.23,0.000134410212711
223.25,0.000134410212711
223.28,0.000134410212711
223.3,0.000134410212711
223.33,0.000134410212711
223.35,0.000134410212711
223.37,0.000134410212711
223.4,0.000134410212711
223.42,0.000134410212711
223.45,0.000134410212711
223.47,0.000134410212711
223.5,0.000134410212711
223.52,0.000134410212711
223.55,0.000134410212711
223.57,0.000134410212711
223.6,0.000134410212711
223.62,0.000134410212711
223.65,0.000134410212711
223.67,0.000134410212711
223.7,0.000134410212711
223.72,0.000134410212711
223.75,0.000134410212711
223.77,0.000134410212711
223.79,0.000134410212711
223.82,0.000134410212711
223.84,0.000134410212711
223.87,0.000134410212711
223.89,0.000134410212711
223.92,0.000134410212711
223.94,0.000134410212711
223.97,0.0001344102127109
225.52,0.0001344102127095
225.55,0.0001344102127022
225.57,0.0001344102125948
225.6,0.0001344102121424
225.62,0.0001344102067836
225.65,0.0001344101881145
225.67,0.0001344100096844
225.7,0.0001344095005513
225.72,0.0001344055644403
225.75,0.0001343965063345
225.77,0.0001343396674647
225.8,0.0001342375090711
225.82,0.0001337127024218
225.85,0.0001330269953921
225.87,0.000132135840766
225.9,0.0001274653645144
225.92,0.0001256155940682
225.95,0.0001173807449994
225.97,0.0001328997871986
225.99,0.0001606185493033
226.02,0.0002771169943843
226.04,0.0004780306975692
226.07,0.000858036343349
226.09,0.0014055552544159
226.12,0.0021239290321287
226.14,0.0029502616344073
226.17,0.003741842362274
226.19,0.0043948384821808
226.22,0.0047478162492688
226.24,0.0047462828988134
226.27,0.0043908325733505
226.29,0.0037264478190498
226.32,0.002929742550279
226.34,0.0021007118911204
226.37,0.0013552611379664
226.39,0.0008487841608481
226.41,0.000528989525133
226.44,0.0006856484708208
226.46,0.0011991350500211
226.49,0.0024814135204879
226.51,0.0044234929380512
226.54,0.0071667600286381
226.56,0.0104887352399881
226.59,0.0138844584551529
226.61,0.0169377948508134
226.64,0.0189240202401968
226.66,0.0195480028098006
226.69,0.0186437838311188
226.71,0.0163405314666738
226.74,0.0132307589138012
226.76,0.0097284584892845
226.79,0.0064932243963385
226.81,0.0039463415960477
226.84,0.0021126661177048
226.86,0.0015156316285769
226.88,0.001737918219881
226.91,0.003552053940173
226.93,0.0065658677971284
226.96,0.011245402340968
226.98,0.0171429118549954
227.01,0.0235777044151224
227.03,0.029802108002086
227.06,0.0344030331074086
227.08,0.0367230021914255
227.11,0.0361514242733418
227.13,0.0327777259269099
227.16,0.0274761285780816
227.18,0.020966032020307
227.21,0.0147081733353168
227.23,0.0092976478038539
227.26,0.0052056284240114
227.28,0.0026449443128404
227.3,0.0010479122328793
227.33,0.0004412510176354
227.35,0.0001001230916536
227.38,9.694908687792556e-05
227.4,5.881178728673892e-05
227.43,7.330642193046778e-05
227.45,0.0001122205705729
227.48,0.0001219216101425
227.5,0.0001309543033755
227.53,0.0001328654023922
227.55,0.0001340637540232
227.58,0.0001342481692039
227.6,0.0001342785269955
227.63,0.0001338187622651
227.65,0.0001329896943896
227.68,0.0001287618662116
227.7,0.0001234214524627
227.72,0.0001008227104056
227.75,8.558370585446956e-05
227.77,2.6467826351335875e-05
227.8,5.99074280872488e-05
227.82,9.952751372440668e-05
227.85,0.0005730467496806
227.87,0.0014217108021785
227.9,0.0033601098439205
227.92,0.0063490210803727
227.95,0.0107807811549334
227.97,0.0163589528387745
228.0,0.0224259047157135
228.02,0.0282777041420069
228.05,0.0326075658673805
228.07,0.0345918961045156
228.1,0.0342983591723859
228.12,0.031215529777516
228.15,0.0264762954766186
228.17,0.0205126820676763
228.19,0.0146952611954142
228.22,0.0095858123485452
228.24,0.0056312013024255
228.27,0.0030360462177857
228.29,0.0012723222019871
228.32,0.0003681570160942
228.34,0.0001360154873939
228.37,6.444103369285026e-06
228.39,6.31816883612971e-05
228.42,7.578641822656961e-05
228.44,0.0001128560677514
228.47,0.0001221354032307
228.49,0.0001309483619238
228.52,0.0001327155132511
228.54,0.000133734104791
228.57,0.0001330203999301
228.59,0.0001320697180944
228.61,0.0001277658104791
228.64,0.000125643462506
228.66,0.000116944756635
228.69,0.000128152506475
228.71,0.0001466748408674
228.74,0.0002454586572236
228.76,0.0004176754196549
228.79,0.0007671685727652
228.81,0.0012839785303279
228.84,0.0019995003746431
228.86,0.0028576765556157
228.89,0.0037330035690869
228.91,0.004484292621784
228.94,0.0050360369101565
228.96,0.0052029062962366
228.99,0.0050270287838854
229.01,0.0044662763692418
229.03,0.0037059791902736
229.06,0.0028216440505313
229.08,0.0019954467178211
229.11,0.0013001931576158
229.13,0.0007671685727652
229.16,0.0004176754196549
229.18,0.0002454586572236
229.21,0.0001466748497278
229.23,0.0001281543800176
229.26,0.0001169445410848
229.28,0.0001256422268707
229.31,0.0001277690851198
229.33,0.0001320872114677
229.36,0.0001331421383892
229.38,0.0001340692309173
229.41,0.0001342609761479
229.43,0.0001343786490865
229.46,0.0001343987682893
229.48,0.0001344082949062
229.5,0.0001344096278798
229.53,0.0001344101349172
229.55,0.0001344101926834
229.58,0.0001344102106454
229.6,0.0001344102122572
229.63,0.0001344102126174
229.65,0.0001344102127038
229.68,0.0001344102127094
230.42,0.0001344102127088
230.44,0.0001344102126822
230.47,0.0001344102125668
230.49,0.0001344102111498
230.52,0.000134410206033
230.54,0.0001344101548949
230.57,0.0001344100020807
230.59,0.0001344087557339
230.62,0.0001344057083621
230.64,0.0001343853621488
230.67,0.0001343456416322
230.69,0.0001342600321603
230.72,0.0001337695976267
230.74,0.0001331303241729
230.77,0.0001303586039184
230.79,0.0001283241537673
230.81,0.0001203547202604
230.84,0.0001231620173685
230.86,0.0001242246619193
230.89,0.0001794842344339
230.91,0.0002785571732482
230.94,0.0005248486396216
230.96,0.000912333178866
230.99,0.0015185986247896
231.01,0.0023080503090858
231.04,0.0032143747280784
231.06,0.0041403436553552
231.09,0.0048952113461939
231.11,0.0053414074682728
231.14,0.0054623009530568
231.16,0.0051457563803856
231.19,0.0045308469137013
231.21,0.0036642373544486
231.23,0.002742952406709
231.26,0.0018929249373815
231.28,0.0011751052578838
231.31,0.0007848589526477
231.33,0.0006144552306864
231.36,0.0010298283012508
231.38,0.0019797598289033
231.41,0.0037870237763678
231.43,0.0063905765513558
231.46,0.0097445458706357
231.48,0.0135602387619998
231.51,0.0171852451259961
231.53,0.0200158346790923
231.56,0.0217987471507846
231.58,0.0218376248454781
231.61,0.0204550940516952
231.63,0.0175959393856202
231.65,0.0141014903061321
231.68,0.0103336249044232
231.7,0.0069361854689173
